source_id,organization_name,country_region,category,primary_domains,official_site_url,official_newsroom_url,official_blog_url,research_url,developer_blog_url,release_notes_url,github_org_url,rss_atom_url,machine_access,primary_monitor_url,primary_monitor_rationale,primary_language,update_frequency,ai_gaiden_relevance,tech_gaiden_relevance,priority,update_detection,automation_ease,notes,last_verified
supabase,Supabase,米国,開発者向けサービス,オープンソースBaaS、データベース、AI,https://supabase.com/,https://supabase.com/blog,https://supabase.com/blog,,https://supabase.com/docs,https://supabase.com/changelog,https://github.com/supabase,,https://api.github.com/orgs/supabase/repos?per_page=100&sort=updated,https://supabase.com/blog,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,週次〜月次,高,高,A,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
mongodb,MongoDB,米国,開発者向けサービス,データベース、ベクトル検索、AIアプリ,https://www.mongodb.com/,https://www.mongodb.com/press,https://www.mongodb.com/blog,,https://www.mongodb.com/developer/,https://www.mongodb.com/docs/manual/release-notes/,https://github.com/mongodb,,https://api.github.com/orgs/mongodb/repos?per_page=100&sort=updated,https://www.mongodb.com/press,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,週次〜月次,高,高,A,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
elastic,Elastic,オランダ／米国,開発者向けサービス,検索、オブザーバビリティ、セキュリティ、AI,https://www.elastic.co/,https://www.elastic.co/about/press,https://www.elastic.co/blog,,https://www.elastic.co/guide/,https://www.elastic.co/guide/en/elasticsearch/reference/current/es-release-notes.html,https://github.com/elastic,,https://api.github.com/orgs/elastic/repos?per_page=100&sort=updated,https://www.elastic.co/about/press,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,週次〜月次,高,高,A,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
datadog,Datadog,米国,開発者向けサービス,監視、セキュリティ、AI運用,https://www.datadoghq.com/,https://www.datadoghq.com/about/latest-news/,https://www.datadoghq.com/blog/,,https://www.datadoghq.com/blog/engineering/,https://docs.datadoghq.com/release_notes/,https://github.com/DataDog,,https://api.github.com/orgs/DataDog/repos?per_page=100&sort=updated,https://www.datadoghq.com/about/latest-news/,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,週次〜月次,中,高,B,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
sentry,Sentry,米国,開発者向けサービス,アプリ監視、開発者生産性、AI可観測性,https://sentry.io/,https://sentry.io/updates/,https://sentry.io/updates/,,https://develop.sentry.dev/,https://sentry.io/changelog/,https://github.com/getsentry,,https://api.github.com/orgs/getsentry/repos?per_page=100&sort=updated,https://sentry.io/updates/,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,週次〜月次,中,高,B,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
postman,Postman,米国,開発者向けサービス,APIプラットフォーム、AIエージェント開発,https://www.postman.com/,https://blog.postman.com/,https://blog.postman.com/,,https://learning.postman.com/,https://www.postman.com/changelog/,https://github.com/postmanlabs,,https://api.github.com/orgs/postmanlabs/repos?per_page=100&sort=updated,https://blog.postman.com/,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,週次〜月次,中,高,B,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
stripe,Stripe,米国,開発者向けサービス,決済API、AIビジネス基盤,https://stripe.com/,https://stripe.com/newsroom,https://stripe.com/blog,,https://stripe.com/blog/engineering,https://docs.stripe.com/changelog,https://github.com/stripe,,https://api.github.com/orgs/stripe/repos?per_page=100&sort=updated,https://stripe.com/newsroom,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,週次〜月次,中,高,B,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
twilio,Twilio,米国,開発者向けサービス,通信API、コンタクトセンターAI,https://www.twilio.com/,https://www.twilio.com/en-us/press,https://www.twilio.com/blog,,https://www.twilio.com/blog/developers,,https://github.com/twilio,,https://api.github.com/orgs/twilio/repos?per_page=100&sort=updated,https://www.twilio.com/en-us/press,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,週次〜月次,中,高,B,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
salesforce,Salesforce,米国,開発者向けサービス,CRM、企業向けAI、データクラウド,https://www.salesforce.com/,https://www.salesforce.com/news/,https://www.salesforce.com/blog/,,https://developer.salesforce.com/blogs,https://help.salesforce.com/s/articleView?id=release-notes.salesforce_release_notes.htm,https://github.com/forcedotcom,,https://api.github.com/orgs/forcedotcom/repos?per_page=100&sort=updated,https://www.salesforce.com/news/,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,週次〜月次,高,非常に高,A,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
nvidia,NVIDIA,米国,半導体／AIハードウェア,GPU、AI計算、ネットワーク、ロボティクス,https://www.nvidia.com/,https://nvidianews.nvidia.com/,https://developer.nvidia.com/blog/,https://research.nvidia.com/,https://developer.nvidia.com/blog/,,https://github.com/NVIDIA,https://blogs.nvidia.com/blog/category/deep-learning/feed/,https://api.github.com/orgs/NVIDIA/repos?per_page=100&sort=updated,https://blogs.nvidia.com/blog/category/deep-learning/,公式RSS/Atomを主監視し、分類・詳細確認は対応する公式ページで行う。,英語,日次〜週次,非常に高,非常に高,A,公式RSS/Atom,高,現行AI外電の有効フィード。深層学習カテゴリRSSを主監視、NVIDIA公式RSS案内ページも確認済み。,2026-08-18
amd,AMD,米国,半導体／AIハードウェア,CPU、GPU、AIアクセラレータ,https://www.amd.com/,https://ir.amd.com/news-events/press-releases,https://community.amd.com/t5/ai/bg-p/ai,,https://developer.amd.com/,,https://github.com/AMD,,https://api.github.com/orgs/AMD/repos?per_page=100&sort=updated,https://ir.amd.com/news-events/press-releases,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,週次〜月次,高,非常に高,A,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
intel,Intel,米国,半導体／AIハードウェア,CPU、AIアクセラレータ、エッジAI,https://www.intel.com/,https://www.intel.com/content/www/us/en/newsroom.html,https://www.intel.com/content/www/us/en/developer/articles.html,https://www.intel.com/content/www/us/en/research/overview.html,https://www.intel.com/content/www/us/en/developer/overview.html,,https://github.com/intel,,https://api.github.com/orgs/intel/repos?per_page=100&sort=updated,https://www.intel.com/content/www/us/en/newsroom.html,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,週次〜月次,高,非常に高,A,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
qualcomm,Qualcomm,米国,半導体／AIハードウェア,モバイル、エッジAI、通信,https://www.qualcomm.com/,https://www.qualcomm.com/news/releases,https://www.qualcomm.com/news/onq,,https://developer.qualcomm.com/,,https://github.com/qualcomm,,https://api.github.com/orgs/qualcomm/repos?per_page=100&sort=updated,https://www.qualcomm.com/news/releases,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,週次〜月次,高,高,B,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
arm,Arm,英国,半導体／AIハードウェア,CPU IP、エッジAI、データセンター,https://www.arm.com/,https://newsroom.arm.com/,https://community.arm.com/arm-community-blogs,,https://developer.arm.com/,,https://github.com/ARM-software,,https://api.github.com/orgs/ARM-software/repos?per_page=100&sort=updated,https://newsroom.arm.com/,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,週次〜月次,高,非常に高,A,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
tsmc,TSMC,台湾,半導体／AIハードウェア,半導体製造、先端プロセス、AI供給網,https://www.tsmc.com/,https://www.tsmc.com/english/news-events/press-releases,,,,,,,,https://www.tsmc.com/english/news-events/press-releases,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語／中国語,月次〜不定期,高,非常に高,A,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
broadcom,Broadcom,米国,半導体／AIハードウェア,ネットワーク、カスタムAIチップ、ソフトウェア,https://www.broadcom.com/,https://news.broadcom.com/,,,,,,,,https://news.broadcom.com/,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,月次〜不定期,高,非常に高,A,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
marvell,Marvell,米国,半導体／AIハードウェア,データセンター、ネットワーク、カスタムシリコン,https://www.marvell.com/,https://www.marvell.com/company/newsroom.html,,,,,,,,https://www.marvell.com/company/newsroom.html,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,月次〜不定期,中,高,B,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
tenstorrent,Tenstorrent,カナダ／米国,半導体／AIハードウェア,AIアクセラレータ、オープンソースAI,https://tenstorrent.com/,https://tenstorrent.com/news,https://tenstorrent.com/blog,,https://docs.tenstorrent.com/,,https://github.com/tenstorrent,,https://api.github.com/orgs/tenstorrent/repos?per_page=100&sort=updated,https://tenstorrent.com/news,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,週次〜月次,高,高,B,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
sifive,SiFive,米国,半導体／AIハードウェア,RISC-V、AI／エッジ計算,https://www.sifive.com/,https://www.sifive.com/press,https://www.sifive.com/blog,,https://www.sifive.com/documentation,,https://github.com/sifive,,https://api.github.com/orgs/sifive/repos?per_page=100&sort=updated,https://www.sifive.com/press,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,月次〜不定期,中,高,B,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
adobe,Adobe,米国,デザイン／クリエイティブツール,生成AI、クリエイティブソフト、ドキュメント,https://www.adobe.com/,https://news.adobe.com/,https://blog.adobe.com/,https://research.adobe.com/,https://blog.developer.adobe.com/,,https://github.com/adobe,,https://api.github.com/orgs/adobe/repos?per_page=100&sort=updated,https://news.adobe.com/,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,週次〜月次,高,非常に高,A,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
figma,Figma,米国,デザイン／クリエイティブツール,UIデザイン、共同編集、デザインAI,https://www.figma.com/,https://www.figma.com/blog/,https://www.figma.com/blog/,,https://www.figma.com/developers/,https://www.figma.com/release-notes/,https://github.com/figma,,https://api.github.com/orgs/figma/repos?per_page=100&sort=updated,https://www.figma.com/blog/,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,週次〜月次,高,高,A,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
canva,Canva,オーストラリア,デザイン／クリエイティブツール,デザイン、生成AI、コンテンツ作成,https://www.canva.com/,https://www.canva.com/newsroom/,https://www.canva.com/newsroom/,,https://www.canva.dev/blog/,,https://github.com/canva,,https://api.github.com/orgs/canva/repos?per_page=100&sort=updated,https://www.canva.com/newsroom/,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,週次〜月次,高,高,B,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
notion,Notion,米国,デザイン／クリエイティブツール,ナレッジ管理、共同編集、AI,https://www.notion.so/,https://www.notion.so/releases,https://www.notion.so/releases,,https://developers.notion.com/,https://www.notion.so/releases,https://github.com/makenotion,,https://api.github.com/orgs/makenotion/repos?per_page=100&sort=updated,https://www.notion.so/releases,変更履歴を主監視し、ニュース／ブログは背景と大型発表の補完に使う。,英語,週次〜月次,高,高,B,公式Release Notes／ChangelogのHTML巡回,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
miro,Miro,米国／オランダ,デザイン／クリエイティブツール,オンラインホワイトボード、共同作業、AI,https://miro.com/,https://miro.com/newsroom/,https://miro.com/blog/,,https://developers.miro.com/,https://community.miro.com/product-news-31,https://github.com/miroapp,,https://api.github.com/orgs/miroapp/repos?per_page=100&sort=updated,https://miro.com/newsroom/,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,週次〜月次,中,高,B,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
framer,Framer,オランダ,デザイン／クリエイティブツール,Webデザイン、AIサイト作成,https://www.framer.com/,https://www.framer.com/updates/,https://www.framer.com/blog/,,https://www.framer.com/academy/,https://www.framer.com/updates/,https://github.com/framer,,https://api.github.com/orgs/framer/repos?per_page=100&sort=updated,https://www.framer.com/updates/,変更履歴を主監視し、ニュース／ブログは背景と大型発表の補完に使う。,英語,週次〜月次,中,高,B,公式Release Notes／ChangelogのHTML巡回,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
shopify,Shopify,カナダ,Web／コマース基盤,コマース、AI、開発者プラットフォーム,https://www.shopify.com/,https://www.shopify.com/news,https://www.shopify.com/blog,,https://www.shopify.com/partners/blog,https://shopify.dev/docs/api/release-notes,https://github.com/Shopify,,https://api.github.com/orgs/Shopify/repos?per_page=100&sort=updated,https://www.shopify.com/news,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,週次〜月次,中,非常に高,A,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
apple,Apple,米国,Web／端末・プラットフォーム,端末AI、OS、開発者基盤、ML,https://www.apple.com/,https://www.apple.com/newsroom/,https://www.apple.com/newsroom/,https://machinelearning.apple.com/,https://developer.apple.com/news/,https://developer.apple.com/news/releases/,https://github.com/apple,,https://api.github.com/orgs/apple/repos?per_page=100&sort=updated,https://www.apple.com/newsroom/,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,週次〜月次,非常に高,非常に高,A,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
mozilla,Mozilla,米国,ブラウザ／Web基盤,ブラウザ、Web標準、AIとプライバシー,https://www.mozilla.org/,https://blog.mozilla.org/en/,https://blog.mozilla.org/en/,https://research.mozilla.org/,https://hacks.mozilla.org/,https://www.mozilla.org/en-US/firefox/releases/,https://github.com/mozilla,,https://api.github.com/orgs/mozilla/repos?per_page=100&sort=updated,https://blog.mozilla.org/en/,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,週次〜月次,中,非常に高,A,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
brave,Brave,米国,ブラウザ／検索・Web基盤,ブラウザ、検索、AI、プライバシー,https://brave.com/,https://brave.com/blog/,https://brave.com/blog/,,https://brave.com/developers/,https://github.com/brave/brave-browser/releases,https://github.com/brave,,https://api.github.com/orgs/brave/repos?per_page=100&sort=updated,https://brave.com/blog/,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,週次〜月次,高,非常に高,A,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
ai2,Ai2（Allen Institute for AI）,米国,AI研究機関／大学研究所,AI研究、オープンモデル、科学AI,https://allenai.org/,https://allenai.org/blog,https://allenai.org/blog,https://allenai.org/research,,,https://github.com/allenai,,https://api.github.com/orgs/allenai/repos?per_page=100&sort=updated,https://allenai.org/blog,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,週次〜月次,非常に高,中,A,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
stanford-hai,Stanford HAI,米国,AI研究機関／大学研究所,AI研究、政策、AI Index、教育,https://hai.stanford.edu/,https://hai.stanford.edu/news,https://hai.stanford.edu/news,https://hai.stanford.edu/research,,,https://github.com/ai-index-hai-stanford,,https://api.github.com/orgs/ai-index-hai-stanford/repos?per_page=100&sort=updated,https://hai.stanford.edu/news,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,週次〜月次,高,高,A,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,公式Newsの研究・政策・教育の更新形態を確認済み。AI Index関連資料も補完監視。,2026-08-18
mit-csail,MIT CSAIL,米国,AI研究機関／大学研究所,AI、コンピュータ科学、ロボティクス,https://www.csail.mit.edu/,https://www.csail.mit.edu/news,https://www.csail.mit.edu/news,https://www.csail.mit.edu/research,,,https://github.com/mit-csail,,https://api.github.com/orgs/mit-csail/repos?per_page=100&sort=updated,https://www.csail.mit.edu/news,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,週次〜月次,高,高,B,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
bair,Berkeley AI Research,米国,AI研究機関／大学研究所,機械学習、ロボティクス、生成AI,https://bair.berkeley.edu/,https://bair.berkeley.edu/blog/,https://bair.berkeley.edu/blog/,https://bair.berkeley.edu/research/,,,,,,https://bair.berkeley.edu/blog/,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,週次〜月次,高,中,B,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
mila,Mila,カナダ,AI研究機関／大学研究所,深層学習、責任あるAI、研究,https://mila.quebec/en/,https://mila.quebec/en/news,https://mila.quebec/en/news,https://mila.quebec/en/research,,,https://github.com/mila-iqia,,https://api.github.com/orgs/mila-iqia/repos?per_page=100&sort=updated,https://mila.quebec/en/news,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語／フランス語,週次〜月次,高,中,B,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
vector-institute,Vector Institute,カナダ,AI研究機関／大学研究所,AI研究、人材、産業応用,https://vectorinstitute.ai/,https://vectorinstitute.ai/news/,https://vectorinstitute.ai/news/,https://vectorinstitute.ai/research/,,,,,,https://vectorinstitute.ai/news/,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,週次〜月次,中,中,B,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
alan-turing,The Alan Turing Institute,英国,AI研究機関／大学研究所,AI、データ科学、公共政策,https://www.turing.ac.uk/,https://www.turing.ac.uk/news,https://www.turing.ac.uk/news,https://www.turing.ac.uk/research,,,,,,https://www.turing.ac.uk/news,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,週次〜月次,高,高,B,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
eth-ai-center,ETH AI Center,スイス,AI研究機関／大学研究所,AI研究、ロボティクス、科学,https://ai.ethz.ch/,https://ai.ethz.ch/news-and-events.html,https://ai.ethz.ch/news-and-events.html,https://ai.ethz.ch/research.html,,,,,,https://ai.ethz.ch/news-and-events.html,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,月次〜不定期,高,中,B,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
microsoft-research,Microsoft Research,米国,AI研究機関／大学研究所,AI研究、システム、科学、社会,https://www.microsoft.com/en-us/research/,https://www.microsoft.com/en-us/research/blog/,https://www.microsoft.com/en-us/research/blog/,https://www.microsoft.com/en-us/research/,,,https://github.com/microsoft,,https://api.github.com/orgs/microsoft/repos?per_page=100&sort=updated,https://www.microsoft.com/en-us/research/blog/,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,週次〜月次,非常に高,高,A,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
google-research,Google Research,米国,AI研究機関／大学研究所,AI研究、ML、科学、責任あるAI,https://research.google/,https://research.google/blog/,https://research.google/blog/,https://research.google/,,,https://github.com/google-research,,https://api.github.com/orgs/google-research/repos?per_page=100&sort=updated,https://research.google/blog/,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,週次〜月次,非常に高,高,A,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
apple-ml-research,Apple Machine Learning Research,米国,AI研究機関／大学研究所,端末AI、基盤モデル、機械学習研究,https://machinelearning.apple.com/,https://machinelearning.apple.com/,https://machinelearning.apple.com/,https://machinelearning.apple.com/,,,https://github.com/apple,https://machinelearning.apple.com/rss.xml,https://api.github.com/orgs/apple/repos?per_page=100&sort=updated,https://machinelearning.apple.com/,公式RSS/Atomを主監視し、分類・詳細確認は対応する公式ページで行う。,英語,月次〜不定期,高,高,A,公式RSS/Atom,高,現行AI外電の有効フィード。論文・研究発表の一次資料として優先。,2026-08-18
nvidia-research,NVIDIA Research,米国,AI研究機関／大学研究所,AI、コンピュータビジョン、ロボティクス、システム,https://research.nvidia.com/,https://research.nvidia.com/,https://research.nvidia.com/,https://research.nvidia.com/,,,https://github.com/NVIDIA,,https://api.github.com/orgs/NVIDIA/repos?per_page=100&sort=updated,https://research.nvidia.com/,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,月次〜不定期,高,高,B,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
ibm-research,IBM Research,米国,AI研究機関／大学研究所,AI、量子、半導体、科学,https://research.ibm.com/,https://research.ibm.com/blog,https://research.ibm.com/blog,https://research.ibm.com/,,,https://github.com/IBM,,https://api.github.com/orgs/IBM/repos?per_page=100&sort=updated,https://research.ibm.com/blog,公式編集面の時系列一覧を主監視し、更新日・新規記事URLで差分を検知する。Release Notesは細かな製品変更の補完に使う。,英語,週次〜月次,高,高,B,公式Newsroom／Blog／Research一覧のHTML巡回（Release Notesがある場合は補完）,中,RSS／API欄が空欄の場合は、今回の確認で公式URLを安全に特定できなかったため未登録。不存在を意味しない。,2026-08-18
